classification,emploi,departement,qualification,Actual Salary,Actual Salary Class,Predicted Salary,Predicted Salary Class
3,71,2,7,362250.0,low,401819.59375,low
3,71,2,7,346050.0,low,401819.59375,low
3,71,2,7,346050.0,low,401819.59375,low
3,71,2,7,346050.0,low,401819.59375,low
3,71,2,7,362250.0,low,401819.59375,low
3,71,2,7,289290.0,low,401819.59375,low
3,71,2,7,302833.0,low,401819.5625,low
3,71,2,7,302833.0,low,401819.5625,low
3,71,2,7,289290.0,low,401819.59375,low
3,71,2,7,302833.0,low,401819.59375,low
3,71,2,7,450000.0,medium,401819.59375,low
3,71,2,7,346050.0,low,401819.59375,low
3,71,2,7,362250.0,low,401819.59375,low
3,71,2,7,289290.0,low,401819.59375,low
3,71,2,7,289290.0,low,401819.59375,low
3,71,2,7,450000.0,medium,401819.59375,low
3,71,2,7,425000.0,medium,401819.59375,low
3,71,2,7,402500.0,low,401819.59375,low
3,71,2,7,402500.0,low,401819.59375,low
3,71,2,7,450000.0,medium,401819.59375,low
3,71,2,7,402500.0,low,401819.59375,low
3,71,2,7,402500.0,low,401819.59375,low
3,71,2,7,402500.0,low,401819.59375,low
3,71,2,7,402500.0,low,401819.59375,low
3,71,2,7,402500.0,low,401819.59375,low
3,71,2,7,402500.0,low,401819.59375,low
3,71,2,7,402500.0,low,401819.59375,low
3,71,2,7,402500.0,low,401819.59375,low
3,31,2,7,509913.0,high,427967.28125,medium
3,31,2,7,501696.0,high,427967.28125,medium
3,31,2,7,525000.0,high,427967.28125,medium
3,31,2,7,501696.0,high,427967.28125,medium
3,31,2,7,550000.0,high,427967.28125,medium
3,31,2,7,501696.0,high,427967.28125,medium
3,31,2,7,525000.0,high,427967.28125,medium
3,31,2,7,525000.0,high,427967.28125,medium
3,31,2,7,525000.0,high,427967.28125,medium
3,31,2,7,501696.0,high,427967.28125,medium
3,31,2,7,525000.0,high,427967.28125,medium
3,31,2,7,514459.0,high,427967.28125,medium
3,31,2,7,501696.0,high,427967.28125,medium
3,31,2,7,525000.0,high,427967.28125,medium
3,31,2,7,501696.0,high,427967.28125,medium
3,31,2,7,501696.0,high,427967.28125,medium
3,31,2,7,501696.0,high,427967.28125,medium
3,31,2,7,501696.0,high,427967.28125,medium
3,31,2,7,501696.0,high,427967.28125,medium
3,31,2,7,501696.0,high,427967.28125,medium
3,31,2,7,501696.0,high,427967.28125,medium
3,31,2,7,594000.0,high,427967.28125,medium
3,31,2,7,392352.0,low,427967.28125,medium
3,31,2,7,405000.0,low,427967.28125,medium
3,31,2,7,382500.0,low,427967.28125,medium
3,31,2,7,414257.0,medium,427967.28125,medium
3,31,2,7,410843.0,medium,427967.28125,medium
3,31,2,7,355036.0,low,427967.28125,medium
3,31,2,7,362250.0,low,427967.28125,medium
3,31,2,7,405000.0,low,427967.28125,medium
3,31,2,7,382500.0,low,427967.28125,medium
3,31,2,7,371478.0,low,427967.28125,medium
3,31,2,7,362250.0,low,427967.28125,medium
3,31,2,7,509913.0,high,427967.28125,medium
3,31,2,7,450000.0,medium,427967.28125,medium
3,31,2,7,382500.0,low,427967.28125,medium
3,31,2,7,438409.0,medium,427967.28125,medium
3,31,2,7,501696.0,high,427967.28125,medium
3,31,2,7,435892.0,medium,427967.28125,medium
3,31,2,7,435869.0,medium,427967.28125,medium
3,31,2,7,362250.0,low,427967.28125,medium
3,31,2,7,450000.0,medium,427967.28125,medium
3,31,2,7,425000.0,medium,427967.28125,medium
3,31,2,7,435869.0,medium,427967.28125,medium
3,31,2,7,475000.0,medium,427967.28125,medium
3,31,2,7,475000.0,medium,427967.28125,medium
3,31,2,7,487092.0,high,427967.28125,medium
3,31,2,7,487116.0,high,427967.28125,medium
3,31,2,7,450000.0,medium,427967.28125,medium
3,31,2,7,435869.0,medium,427967.28125,medium
3,31,2,7,461890.0,medium,427967.28125,medium
3,31,2,7,461480.0,medium,427967.28125,medium
3,31,2,7,461480.0,medium,427967.28125,medium
3,31,2,7,450000.0,medium,427967.28125,medium
3,31,2,7,425000.0,medium,427967.28125,medium
3,31,2,7,435892.0,medium,427967.28125,medium
3,31,2,7,435847.0,medium,427967.28125,medium
3,31,2,7,500000.0,high,427967.28125,medium
3,31,2,7,487092.0,high,427967.28125,medium
3,31,2,7,487116.0,high,427967.28125,medium
3,31,2,7,487116.0,high,427967.28125,medium
3,31,2,7,402500.0,low,427967.28125,medium
3,31,2,7,412817.0,medium,427967.28125,medium
3,31,2,7,371582.0,low,427967.28125,medium
3,31,2,7,371582.0,low,427967.28125,medium
3,31,2,7,425000.0,medium,427967.28125,medium
3,31,2,7,461890.0,medium,427967.28125,medium
3,31,2,7,487092.0,high,427967.28125,medium
3,31,2,7,594000.0,high,427967.28125,medium
3,31,2,7,461890.0,medium,427967.28125,medium
3,31,2,7,412817.0,medium,427967.28125,medium
3,31,2,7,405000.0,low,427967.28125,medium
3,31,2,7,392328.0,low,427967.28125,medium
3,31,2,7,450000.0,medium,427967.28125,medium
3,31,2,7,487092.0,high,427967.28125,medium
3,31,2,7,392328.0,low,427967.28125,medium
3,31,2,7,475000.0,medium,427967.28125,medium
3,31,2,7,475000.0,medium,427967.28125,medium
3,31,2,7,461480.0,medium,427967.28125,medium
3,31,2,7,461480.0,medium,427967.28125,medium
3,31,2,7,435869.0,medium,427967.28125,medium
3,31,2,7,425000.0,medium,427967.28125,medium
3,31,2,7,371606.0,low,427967.28125,medium
3,31,2,7,594000.0,high,427967.28125,medium
3,31,2,7,435892.0,medium,427967.28125,medium
3,31,2,7,475000.0,medium,427967.28125,medium
3,31,2,7,461480.0,medium,427967.28125,medium
3,31,2,7,405000.0,low,427967.28125,medium
3,31,2,7,412817.0,medium,427967.28125,medium
3,31,2,7,371634.0,low,427967.28125,medium
3,31,2,7,333522.0,low,427967.28125,medium
3,31,2,7,487116.0,high,427967.28125,medium
3,31,2,7,360000.0,low,427967.28125,medium
3,31,2,7,392352.0,low,427967.28125,medium
3,31,2,7,503500.0,high,427967.28125,medium
3,31,2,7,425000.0,medium,427967.28125,medium
3,31,2,7,475000.0,medium,427967.28125,medium
3,31,2,7,425000.0,medium,427967.28125,medium
3,31,2,7,415379.0,medium,427967.28125,medium
3,31,2,7,405000.0,low,427967.28125,medium
3,31,2,7,435869.0,medium,427967.28125,medium
3,31,2,7,461890.0,medium,427967.28125,medium
3,31,2,7,415752.0,medium,427967.28125,medium
3,31,2,7,392328.0,low,427967.28125,medium
3,31,2,7,487116.0,high,427967.28125,medium
3,31,2,7,475000.0,medium,427967.28125,medium
3,31,2,7,362300.0,low,427967.28125,medium
3,31,2,7,450000.0,medium,427967.28125,medium
3,31,2,7,475000.0,medium,427967.28125,medium
3,31,2,7,464743.0,medium,427967.28125,medium
3,31,2,7,392328.0,low,427967.28125,medium
3,31,2,7,354985.0,low,427967.28125,medium
3,31,2,7,450000.0,medium,427967.28125,medium
3,31,2,7,402500.0,low,427967.28125,medium
3,31,2,7,405000.0,low,427967.28125,medium
3,31,2,7,475000.0,medium,427967.28125,medium
3,31,2,7,392328.0,low,427967.28125,medium
3,31,2,7,487116.0,high,427967.28125,medium
3,31,2,7,475000.0,medium,427967.28125,medium
3,31,2,7,415379.0,medium,427967.28125,medium
3,31,2,7,461890.0,medium,427967.28125,medium
3,31,2,7,435869.0,medium,427967.28125,medium
3,31,2,7,487092.0,high,427967.28125,medium
3,31,2,7,384500.0,low,427967.28125,medium
3,31,2,7,425000.0,medium,427967.28125,medium
3,31,2,7,402500.0,low,427967.28125,medium
3,31,2,7,402500.0,low,427967.28125,medium
3,31,2,7,425000.0,medium,427967.28125,medium
3,31,2,7,435869.0,medium,427967.28125,medium
3,31,2,7,500000.0,high,427967.28125,medium
3,31,2,7,435869.0,medium,427967.28125,medium
3,31,2,7,392328.0,low,427967.28125,medium
3,31,2,7,675431.0,high,427967.28125,medium
3,31,2,7,475000.0,medium,427967.28125,medium
3,31,2,7,413819.0,medium,427967.28125,medium
3,31,2,7,402500.0,low,427967.28125,medium
3,31,2,7,487116.0,high,427967.28125,medium
3,31,2,7,425000.0,medium,427967.28125,medium
3,31,2,7,461480.0,medium,427967.28125,medium
3,31,2,7,371582.0,low,427967.28125,medium
3,31,2,7,461890.0,medium,427967.28125,medium
3,31,2,7,412841.0,medium,427967.28125,medium
3,31,2,7,425000.0,medium,427967.28125,medium
3,31,2,7,461480.0,medium,427967.28125,medium
3,31,2,7,435869.0,medium,427967.28125,medium
3,31,2,7,461480.0,medium,427967.28125,medium
3,31,2,7,435869.0,medium,427967.28125,medium
3,31,2,7,425000.0,medium,427967.28125,medium
3,31,2,7,550000.0,high,427967.28125,medium
3,31,2,7,402500.0,low,427967.28125,medium
3,31,2,7,660000.0,high,427967.28125,medium
3,31,2,7,562893.0,high,427967.28125,medium
3,31,2,7,566525.0,high,427967.28125,medium
3,31,2,7,500000.0,high,427967.28125,medium
3,31,2,7,550000.0,high,427967.28125,medium
3,31,2,7,425000.0,medium,427967.28125,medium
3,31,2,7,475000.0,medium,427967.28125,medium
3,31,2,7,450000.0,medium,427967.28125,medium
3,31,2,7,402500.0,low,427967.28125,medium
3,31,2,7,315000.0,low,427967.28125,medium
3,31,2,7,384500.0,low,427967.28125,medium
3,31,2,7,562893.0,high,427967.28125,medium
3,31,2,7,464723.0,medium,427967.28125,medium
3,31,2,7,475000.0,medium,427967.28125,medium
3,31,2,7,475000.0,medium,427967.28125,medium
3,31,2,7,450000.0,medium,427967.28125,medium
3,31,2,7,512728.0,high,427967.28125,medium
3,31,2,7,450000.0,medium,427967.28125,medium
3,31,2,7,450000.0,medium,427967.28125,medium
3,31,2,7,425000.0,medium,427967.28125,medium
3,31,2,7,412817.0,medium,427967.28125,medium
3,31,2,7,450000.0,medium,427967.28125,medium
3,31,2,7,425000.0,medium,427967.28125,medium
3,31,2,7,487071.0,high,427967.28125,medium
3,31,2,7,435869.0,medium,427967.28125,medium
3,31,2,7,500000.0,high,427967.28125,medium
3,31,2,7,631600.0,high,427967.28125,medium
3,31,2,7,402500.0,low,427967.28125,medium
3,31,2,7,525000.0,high,427967.28125,medium
3,31,2,7,400000.0,low,427967.28125,medium
3,31,2,7,500000.0,high,427967.28125,medium
3,31,2,7,435892.0,medium,427967.28125,medium
3,31,2,7,487116.0,high,427967.28125,medium
3,31,2,7,461890.0,medium,427967.28125,medium
3,31,2,7,425000.0,medium,427967.28125,medium
3,31,2,7,487071.0,high,427967.28125,medium
3,31,2,7,415752.0,medium,427967.28125,medium
3,31,2,7,415752.0,medium,427967.28125,medium
3,31,2,7,425000.0,medium,427967.28125,medium
3,31,2,7,394400.0,low,427967.28125,medium
3,31,2,7,435847.0,medium,427967.28125,medium
3,31,2,7,487071.0,high,427967.28125,medium
3,31,2,7,487116.0,high,427967.28125,medium
3,31,2,7,563951.0,high,427967.28125,medium
3,31,2,7,487116.0,high,427967.28125,medium
3,31,2,7,660000.0,high,427967.28125,medium
3,31,2,7,487116.0,high,427967.28125,medium
3,31,2,7,438453.0,medium,427967.28125,medium
3,31,2,7,487071.0,high,427967.28125,medium
3,31,2,7,512728.0,high,427967.28125,medium
3,31,2,7,461458.0,medium,427967.28125,medium
3,31,2,7,435847.0,medium,427967.28125,medium
3,31,2,7,435847.0,medium,427967.28125,medium
3,31,2,7,475000.0,medium,427967.28125,medium
3,31,2,7,487071.0,high,427967.28125,medium
3,31,2,7,400000.0,low,427967.28125,medium
3,31,2,7,594000.0,high,427967.28125,medium
3,31,2,7,382500.0,low,427967.28125,medium
3,31,2,7,461458.0,medium,427967.28125,medium
3,31,2,7,435847.0,medium,427967.28125,medium
3,31,2,7,425000.0,medium,427967.28125,medium
3,31,2,7,475000.0,medium,427967.28125,medium
3,31,2,7,450000.0,medium,427967.28125,medium
3,31,2,7,450000.0,medium,427967.28125,medium
3,31,2,7,425000.0,medium,427967.28125,medium
3,31,2,7,425000.0,medium,427967.28125,medium
3,31,2,7,487071.0,high,427967.28125,medium
3,31,2,7,412796.0,medium,427967.28125,medium
3,31,2,7,405000.0,low,427967.28125,medium
3,31,2,7,525000.0,high,427967.28125,medium
3,31,2,7,405000.0,low,427967.28125,medium
3,31,2,7,475000.0,medium,427967.28125,medium
3,31,2,7,450000.0,medium,427967.28125,medium
3,31,2,7,384500.0,low,427967.28125,medium
3,31,2,7,412817.0,medium,427967.28125,medium
3,31,2,7,412841.0,medium,427967.28125,medium
3,31,2,7,450000.0,medium,427967.28125,medium
3,31,2,7,461890.0,medium,427967.28125,medium
3,31,2,7,362250.0,low,427967.28125,medium
3,31,2,7,487116.0,high,427967.28125,medium
3,31,2,7,402500.0,low,427967.28125,medium
3,31,2,7,487116.0,high,427967.28125,medium
3,31,2,7,382500.0,low,427967.28125,medium
3,31,2,7,362250.0,low,427967.28125,medium
3,31,2,7,427500.0,medium,427967.28125,medium
3,31,2,7,392328.0,low,427967.28125,medium
3,31,2,7,371582.0,low,427967.28125,medium
3,31,2,7,487116.0,high,427967.28125,medium
3,31,2,7,405000.0,low,427967.28125,medium
3,31,2,7,435892.0,medium,427967.28125,medium
3,31,2,7,382500.0,low,427967.28125,medium
3,31,2,7,392328.0,low,427967.28125,medium
3,31,2,7,402500.0,low,427967.28125,medium
3,31,2,7,412817.0,medium,427967.28125,medium
3,31,2,7,512703.0,high,427967.28125,medium
3,31,2,7,425000.0,medium,427967.28125,medium
3,31,2,7,371582.0,low,427967.28125,medium
3,31,2,7,371582.0,low,427967.28125,medium
3,31,2,7,415752.0,medium,427967.28125,medium
3,31,2,7,402500.0,low,427967.28125,medium
3,31,2,7,371582.0,low,427967.28125,medium
3,31,2,7,435892.0,medium,427967.28125,medium
3,31,2,7,371582.0,low,427967.28125,medium
3,31,2,7,362250.0,low,427967.28125,medium
3,31,2,7,371582.0,low,427967.28125,medium
3,31,2,7,371582.0,low,427967.28125,medium
3,31,2,7,402500.0,low,427967.28125,medium
3,31,2,7,362250.0,low,427967.28125,medium
3,31,2,7,412841.0,medium,427967.28125,medium
3,31,2,7,382500.0,low,427967.28125,medium
3,31,2,7,371582.0,low,427967.28125,medium
3,31,2,7,415752.0,medium,427967.28125,medium
3,31,2,7,402500.0,low,427967.28125,medium
3,31,2,7,412817.0,medium,427967.28125,medium
3,31,2,7,402500.0,low,427967.28125,medium
3,31,2,7,346050.0,low,427967.28125,medium
3,31,2,7,362250.0,low,427967.28125,medium
3,31,2,7,371582.0,low,427967.28125,medium
3,31,2,7,412817.0,medium,427967.28125,medium
3,31,2,7,450000.0,medium,427967.28125,medium
3,31,2,7,412817.0,medium,427967.28125,medium
3,31,2,7,392328.0,low,427967.28125,medium
3,31,2,7,392328.0,low,427967.28125,medium
3,31,2,7,345000.0,low,427967.28125,medium
3,31,2,7,412817.0,medium,427967.28125,medium
3,31,2,7,412817.0,medium,427967.28125,medium
3,31,2,7,371582.0,low,427967.28125,medium
3,31,2,7,382500.0,low,427967.28125,medium
3,31,2,7,361000.0,low,427967.28125,medium
3,31,2,7,384500.0,low,427967.28125,medium
3,31,2,7,279900.0,low,427967.28125,medium
3,31,2,7,382500.0,low,427967.28125,medium
3,31,2,7,415752.0,medium,427967.28125,medium
3,31,2,7,371582.0,low,427967.28125,medium
3,31,2,7,362250.0,low,427967.28125,medium
3,31,2,7,371582.0,low,427967.28125,medium
3,31,2,7,371582.0,low,427967.28125,medium
3,31,2,7,392328.0,low,427967.28125,medium
3,31,2,7,371582.0,low,427967.28125,medium
3,31,2,7,362250.0,low,427967.28125,medium
3,31,2,7,382500.0,low,427967.28125,medium
3,31,2,7,362250.0,low,427967.28125,medium
3,31,2,7,362250.0,low,427967.28125,medium
3,31,2,7,461890.0,medium,427967.28125,medium
3,31,2,7,402500.0,low,427967.28125,medium
3,31,2,7,371606.0,low,427967.28125,medium
3,31,2,7,371582.0,low,427967.28125,medium
3,31,2,7,392328.0,low,427967.28125,medium
3,31,2,7,371582.0,low,427967.28125,medium
3,31,2,7,412817.0,medium,427967.28125,medium
3,31,2,7,461890.0,medium,427967.28125,medium
3,31,2,7,461480.0,medium,427967.28125,medium
3,31,2,7,461890.0,medium,427967.28125,medium
3,31,2,7,382500.0,low,427967.28125,medium
3,31,2,7,435869.0,medium,427967.28125,medium
3,31,2,7,435892.0,medium,427967.28125,medium
3,31,2,7,461890.0,medium,427967.28125,medium
3,31,2,7,412817.0,medium,427967.28125,medium
3,31,2,7,435892.0,medium,427967.28125,medium
3,31,2,7,461890.0,medium,427967.28125,medium
3,31,2,7,450000.0,medium,427967.28125,medium
3,31,2,7,402500.0,low,427967.28125,medium
3,31,2,7,362250.0,low,427967.28125,medium
3,31,2,7,362250.0,low,427967.28125,medium
3,31,2,7,392352.0,low,427967.28125,medium
3,31,2,7,435869.0,medium,427967.28125,medium
3,31,2,7,450000.0,medium,427967.28125,medium
3,31,2,7,371582.0,low,427967.28125,medium
3,31,2,7,371582.0,low,427967.28125,medium
3,31,2,7,359533.0,low,427967.28125,medium
3,31,2,7,371582.0,low,427967.28125,medium
3,31,2,7,402500.0,low,427967.28125,medium
3,31,2,7,384500.0,low,427967.28125,medium
3,31,2,7,371582.0,low,427967.28125,medium
3,31,2,7,475000.0,medium,427967.28125,medium
3,31,2,7,371582.0,low,427967.28125,medium
3,31,2,7,660000.0,high,427967.28125,medium
3,31,2,7,435869.0,medium,427967.28125,medium
3,31,2,7,402500.0,low,427967.28125,medium
3,31,2,7,450000.0,medium,427967.28125,medium
3,31,2,7,425000.0,medium,427967.28125,medium
3,31,2,7,461890.0,medium,427967.28125,medium
3,31,2,7,384500.0,low,427967.28125,medium
3,31,2,7,450000.0,medium,427967.28125,medium
3,31,2,7,412817.0,medium,427967.28125,medium
3,31,2,7,450000.0,medium,427967.28125,medium
3,31,2,7,402500.0,low,427967.28125,medium
3,31,2,7,371606.0,low,427967.28125,medium
3,31,2,7,371582.0,low,427967.28125,medium
3,31,2,7,371582.0,low,427967.28125,medium
3,31,2,7,362250.0,low,427967.28125,medium
3,31,2,7,425000.0,medium,427967.28125,medium
3,31,2,7,402500.0,low,427967.28125,medium
3,31,2,7,435892.0,medium,427967.28125,medium
3,31,2,7,362250.0,low,427967.28125,medium
3,31,2,7,435892.0,medium,427967.28125,medium
3,31,2,7,394377.0,low,427967.28125,medium
3,31,2,7,394377.0,low,427967.28125,medium
3,31,2,7,461890.0,medium,427967.28125,medium
3,31,2,7,371582.0,low,427967.28125,medium
3,31,2,7,371582.0,low,427967.28125,medium
3,31,2,7,392352.0,low,427967.28125,medium
3,31,2,7,425000.0,medium,427967.28125,medium
3,31,2,7,425000.0,medium,427967.28125,medium
3,31,2,7,435892.0,medium,427967.28125,medium
3,31,2,7,461890.0,medium,427967.28125,medium
3,31,2,7,402500.0,low,427967.28125,medium
3,31,2,7,450000.0,medium,427967.28125,medium
3,31,2,7,402500.0,low,427967.28125,medium
3,31,2,7,394377.0,low,427967.28125,medium
3,31,2,7,450000.0,medium,427967.28125,medium
3,31,2,7,412841.0,medium,427967.28125,medium
3,31,2,7,450000.0,medium,427967.28125,medium
3,31,2,7,402500.0,low,427967.28125,medium
3,31,2,7,475000.0,medium,427967.28125,medium
3,31,2,7,435892.0,medium,427967.28125,medium
3,31,2,7,394400.0,low,427967.28125,medium
3,31,2,7,402500.0,low,427967.28125,medium
3,31,2,7,354985.0,low,427967.28125,medium
3,31,2,7,371582.0,low,427967.28125,medium
3,31,2,7,450000.0,medium,427967.28125,medium
3,31,2,7,402500.0,low,427967.28125,medium
3,31,2,7,382500.0,low,427967.28125,medium
3,31,2,7,412817.0,medium,427967.28125,medium
3,31,2,7,412817.0,medium,427967.28125,medium
3,31,2,7,550000.0,high,427967.28125,medium
3,31,2,7,487071.0,high,427967.28125,medium
3,31,2,7,550000.0,high,427967.28125,medium
3,31,2,7,550000.0,high,427967.28125,medium
3,31,2,7,550000.0,high,427967.28125,medium
3,31,2,7,400000.0,low,427967.28125,medium
3,31,2,7,593574.0,high,427967.28125,medium
3,31,2,7,562893.0,high,427967.28125,medium
3,31,2,7,525000.0,high,427967.28125,medium
3,31,2,7,550000.0,high,427967.28125,medium
3,31,2,7,450000.0,medium,427967.28125,medium
3,31,2,7,450000.0,medium,427967.28125,medium
3,31,2,7,361000.0,low,427967.28125,medium
3,31,2,7,450000.0,medium,427967.28125,medium
3,31,2,7,660000.0,high,427967.28125,medium
3,31,2,7,487092.0,high,427967.28125,medium
3,31,2,7,487071.0,high,427967.28125,medium
3,31,2,7,402500.0,low,427967.28125,medium
3,31,2,7,475000.0,medium,427967.28125,medium
3,31,2,7,702624.0,high,427967.28125,medium
3,31,2,7,475000.0,medium,427967.28125,medium
3,31,2,7,487116.0,high,427967.28125,medium
3,31,2,7,580000.0,high,427967.28125,medium
3,31,2,7,412817.0,medium,427967.28125,medium
3,31,2,7,450000.0,medium,427967.28125,medium
3,31,2,7,461480.0,medium,427967.28125,medium
3,31,2,7,427500.0,medium,427967.28125,medium
3,31,2,7,425000.0,medium,427967.28125,medium
3,31,2,7,461480.0,medium,427967.28125,medium
3,31,2,7,450000.0,medium,427967.28125,medium
3,31,2,7,461480.0,medium,427967.28125,medium
3,31,2,7,402500.0,low,427967.28125,medium
3,31,2,7,450000.0,medium,427967.28125,medium
3,31,2,7,450000.0,medium,427967.28125,medium
3,31,2,7,500000.0,high,427967.28125,medium
3,31,2,7,435869.0,medium,427967.28125,medium
3,31,2,7,435869.0,medium,427967.28125,medium
3,31,2,7,435869.0,medium,427967.28125,medium
3,31,2,7,475000.0,medium,427967.28125,medium
3,31,2,7,487116.0,high,427967.28125,medium
3,31,2,7,461480.0,medium,427967.28125,medium
3,31,2,7,362300.0,low,427967.28125,medium
3,31,2,7,450000.0,medium,427967.28125,medium
3,31,2,7,412841.0,medium,427967.28125,medium
3,31,2,7,487092.0,high,427967.28125,medium
3,31,2,7,450000.0,medium,427967.28125,medium
3,31,2,7,487071.0,high,427967.28125,medium
3,31,2,7,450000.0,medium,427967.28125,medium
3,31,2,7,461480.0,medium,427967.28125,medium
3,31,2,7,450000.0,medium,427967.28125,medium
3,31,2,7,475000.0,medium,427967.28125,medium
3,31,2,7,400000.0,low,427967.28125,medium
3,31,2,7,461480.0,medium,427967.28125,medium
3,31,2,7,410256.0,medium,427967.28125,medium
3,31,2,7,400000.0,low,427967.28125,medium
3,31,2,7,392328.0,low,427967.28125,medium
3,31,2,7,425000.0,medium,427967.28125,medium
3,31,2,7,382500.0,low,427967.28125,medium
3,31,2,7,450000.0,medium,427967.28125,medium
3,31,2,7,512728.0,high,427967.28125,medium
3,31,2,7,402500.0,low,427967.28125,medium
3,31,2,7,425000.0,medium,427967.28125,medium
3,31,2,7,594000.0,high,427967.28125,medium
3,31,2,7,425000.0,medium,427967.28125,medium
3,31,2,7,412841.0,medium,427967.28125,medium
3,31,2,7,475000.0,medium,427967.28125,medium
3,31,2,7,392328.0,low,427967.28125,medium
3,31,2,7,371606.0,low,427967.28125,medium
3,31,2,7,405000.0,low,427967.28125,medium
3,31,2,7,362250.0,low,427967.28125,medium
3,31,2,7,382500.0,low,427967.28125,medium
3,31,2,7,475000.0,medium,427967.28125,medium
3,31,2,7,475000.0,medium,427967.28125,medium
3,31,2,7,475000.0,medium,427967.28125,medium
3,31,2,7,382500.0,low,427967.28125,medium
3,31,2,7,415752.0,medium,427967.28125,medium
3,31,2,7,427500.0,medium,427967.28125,medium
3,31,2,7,415379.0,medium,427967.28125,medium
3,31,2,7,392352.0,low,427967.28125,medium
3,31,2,7,362300.0,low,427967.28125,medium
3,31,2,7,425000.0,medium,427967.28125,medium
3,31,2,7,450000.0,medium,427967.28125,medium
3,31,2,7,475000.0,medium,427967.28125,medium
3,31,2,7,425000.0,medium,427967.28125,medium
3,31,2,7,435869.0,medium,427967.28125,medium
3,31,2,7,487116.0,high,427967.28125,medium
3,31,2,7,412817.0,medium,427967.28125,medium
3,31,2,7,435869.0,medium,427967.28125,medium
3,31,2,7,487092.0,high,427967.28125,medium
3,31,2,7,412841.0,medium,427967.28125,medium
3,31,2,7,425000.0,medium,427967.28125,medium
3,31,2,7,487092.0,high,427967.28125,medium
3,31,2,7,405000.0,low,427967.28125,medium
3,31,2,7,425000.0,medium,427967.28125,medium
3,31,2,7,461480.0,medium,427967.28125,medium
3,31,2,7,461890.0,medium,427967.28125,medium
3,31,2,7,410256.0,medium,427967.28125,medium
3,31,2,7,461890.0,medium,427967.28125,medium
3,31,2,7,392328.0,low,427967.28125,medium
3,31,2,7,427500.0,medium,427967.28125,medium
3,31,2,7,425000.0,medium,427967.28125,medium
3,31,2,7,425000.0,medium,427967.28125,medium
3,31,2,7,402500.0,low,427967.28125,medium
3,31,2,7,427500.0,medium,427967.28125,medium
3,31,2,7,362300.0,low,427967.28125,medium
3,31,2,7,405000.0,low,427967.28125,medium
3,31,2,7,382500.0,low,427967.28125,medium
3,31,2,7,384500.0,low,427967.28125,medium
3,31,2,7,382500.0,low,427967.28125,medium
3,31,2,7,435892.0,medium,427967.28125,medium
3,31,2,7,487116.0,high,427967.28125,medium
3,31,2,7,435869.0,medium,427967.28125,medium
3,31,2,7,382500.0,low,427967.28125,medium
3,31,2,7,382500.0,low,427967.28125,medium
3,31,2,7,369277.0,low,427967.28125,medium
3,31,2,7,382500.0,low,427967.28125,medium
3,31,2,7,438453.0,medium,427967.28125,medium
3,31,2,7,475000.0,medium,427967.28125,medium
3,31,2,7,405000.0,low,427967.28125,medium
3,31,2,7,369277.0,low,427967.28125,medium
3,31,2,7,392328.0,low,427967.28125,medium
3,31,2,7,461890.0,medium,427967.28125,medium
3,31,2,7,371606.0,low,427967.28125,medium
3,31,2,7,438430.0,medium,427967.28125,medium
3,31,2,7,461480.0,medium,427967.28125,medium
3,31,2,7,475000.0,medium,427967.28125,medium
3,31,2,7,500000.0,high,427967.28125,medium
3,31,2,7,370300.0,low,427967.28125,medium
3,31,2,7,382500.0,low,427967.28125,medium
3,31,2,7,405000.0,low,427967.28125,medium
3,31,2,7,382500.0,low,427967.28125,medium
3,31,2,7,382500.0,low,427967.28125,medium
3,31,2,7,392352.0,low,427967.28125,medium
3,31,2,7,392328.0,low,427967.28125,medium
3,31,2,7,402500.0,low,427967.28125,medium
3,31,2,7,371582.0,low,427967.28125,medium
3,31,2,7,400000.0,low,427967.28125,medium
3,31,2,7,410256.0,medium,427967.28125,medium
3,31,2,7,487116.0,high,427967.28125,medium
3,31,2,7,475000.0,medium,427967.28125,medium
3,31,2,7,362250.0,low,427967.28125,medium
3,31,2,7,382500.0,low,427967.28125,medium
3,31,2,7,392328.0,low,427967.28125,medium
3,31,2,7,461480.0,medium,427967.28125,medium
3,31,2,7,635606.0,high,427967.28125,medium
3,31,2,7,392352.0,low,427967.28125,medium
3,31,2,7,415379.0,medium,427967.28125,medium
3,31,2,7,392328.0,low,427967.28125,medium
3,31,2,7,438430.0,medium,427967.28125,medium
3,31,2,7,500000.0,high,427967.28125,medium
3,31,2,7,425000.0,medium,427967.28125,medium
3,31,2,7,402500.0,low,427967.28125,medium
3,31,2,7,402500.0,low,427967.28125,medium
3,31,2,7,475000.0,medium,427967.28125,medium
3,31,2,7,382500.0,low,427967.28125,medium
3,31,2,7,413819.0,medium,427967.28125,medium
3,31,2,7,475000.0,medium,427967.28125,medium
3,31,2,7,384500.0,low,427967.28125,medium
3,31,2,7,487116.0,high,427967.28125,medium
3,31,2,7,402500.0,low,427967.28125,medium
3,31,2,7,384500.0,low,427967.28125,medium
3,31,2,7,355622.0,low,427967.28125,medium
3,31,2,7,435869.0,medium,427967.28125,medium
3,31,2,7,435892.0,medium,427967.28125,medium
3,31,2,7,435869.0,medium,427967.28125,medium
3,31,2,7,435869.0,medium,427967.28125,medium
3,31,2,7,384500.0,low,427967.28125,medium
3,31,2,7,461890.0,medium,427967.28125,medium
3,31,2,7,412817.0,medium,427967.28125,medium
