classification,emploi,departement,qualification,Actual Salary,Actual Salary Class,Predicted Salary,Predicted Salary Class
3,69,2,7,475000.0,medium,402931.375,low
3,69,2,7,512728.0,high,402931.375,low
3,69,2,7,450000.0,medium,402931.375,low
3,69,2,7,475000.0,medium,402931.375,low
3,69,2,7,450000.0,medium,402931.375,low
3,69,2,7,500000.0,high,402931.375,low
3,69,2,7,370326.0,low,402931.375,low
3,69,2,7,475000.0,medium,402931.375,low
3,69,2,7,487071.0,high,402931.375,low
3,69,2,7,532917.0,high,402931.375,low
3,69,2,7,501696.0,high,402931.375,low
3,69,2,7,501696.0,high,402931.375,low
3,69,2,7,501696.0,high,402931.375,low
3,69,2,7,501696.0,high,402931.375,low
3,69,2,7,405000.0,low,402931.375,low
3,69,2,7,427500.0,medium,402931.375,low
3,69,2,7,461480.0,medium,402931.375,low
3,69,2,7,461480.0,medium,402931.375,low
3,69,2,7,487116.0,high,402931.375,low
3,69,2,7,450000.0,medium,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,425000.0,medium,402931.375,low
3,69,2,7,425000.0,medium,402931.375,low
3,69,2,7,435869.0,medium,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,450000.0,medium,402931.375,low
3,69,2,7,461890.0,medium,402931.375,low
3,69,2,7,461890.0,medium,402931.375,low
3,69,2,7,450000.0,medium,402931.375,low
3,69,2,7,450000.0,medium,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,425000.0,medium,402931.375,low
3,69,2,7,450000.0,medium,402931.375,low
3,69,2,7,435869.0,medium,402931.375,low
3,69,2,7,425000.0,medium,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,475000.0,medium,402931.375,low
3,69,2,7,425000.0,medium,402931.375,low
3,69,2,7,450000.0,medium,402931.375,low
3,69,2,7,425000.0,medium,402931.375,low
3,69,2,7,425000.0,medium,402931.375,low
3,69,2,7,362300.0,low,402931.375,low
3,69,2,7,412817.0,medium,402931.375,low
3,69,2,7,405000.0,low,402931.375,low
3,69,2,7,425000.0,medium,402931.375,low
3,69,2,7,450000.0,medium,402931.375,low
3,69,2,7,405000.0,low,402931.375,low
3,69,2,7,384500.0,low,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,435869.0,medium,402931.375,low
3,69,2,7,435869.0,medium,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,425000.0,medium,402931.375,low
3,69,2,7,450000.0,medium,402931.375,low
3,69,2,7,425000.0,medium,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,450000.0,medium,402931.375,low
3,69,2,7,450000.0,medium,402931.375,low
3,69,2,7,425000.0,medium,402931.375,low
3,69,2,7,450000.0,medium,402931.375,low
3,69,2,7,461890.0,medium,402931.375,low
3,69,2,7,362250.0,low,402931.375,low
3,69,2,7,461890.0,medium,402931.375,low
3,69,2,7,450000.0,medium,402931.375,low
3,69,2,7,475000.0,medium,402931.375,low
3,69,2,7,384500.0,low,402931.375,low
3,69,2,7,371606.0,low,402931.375,low
3,69,2,7,425000.0,medium,402931.375,low
3,69,2,7,450000.0,medium,402931.375,low
3,69,2,7,450000.0,medium,402931.375,low
3,69,2,7,461890.0,medium,402931.375,low
3,69,2,7,475000.0,medium,402931.375,low
3,69,2,7,475000.0,medium,402931.375,low
3,69,2,7,450000.0,medium,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,412841.0,medium,402931.375,low
3,69,2,7,415752.0,medium,402931.375,low
3,69,2,7,450000.0,medium,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,461890.0,medium,402931.375,low
3,69,2,7,435869.0,medium,402931.375,low
3,69,2,7,412841.0,medium,402931.375,low
3,69,2,7,450000.0,medium,402931.375,low
3,69,2,7,461890.0,medium,402931.375,low
3,69,2,7,461890.0,medium,402931.375,low
3,69,2,7,435869.0,medium,402931.375,low
3,69,2,7,362250.0,low,402931.375,low
3,69,2,7,412817.0,medium,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,450000.0,medium,402931.375,low
3,69,2,7,435869.0,medium,402931.375,low
3,69,2,7,450000.0,medium,402931.375,low
3,69,2,7,450000.0,medium,402931.375,low
3,69,2,7,461890.0,medium,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,461890.0,medium,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,361000.0,low,402931.375,low
3,69,2,7,715773.0,high,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,384500.0,low,402931.375,low
3,69,2,7,450000.0,medium,402931.375,low
3,69,2,7,450000.0,medium,402931.375,low
3,69,2,7,361000.0,low,402931.375,low
3,69,2,7,435869.0,medium,402931.375,low
3,69,2,7,450000.0,medium,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,475000.0,medium,402931.375,low
3,69,2,7,450000.0,medium,402931.375,low
3,69,2,7,450000.0,medium,402931.375,low
3,69,2,7,450000.0,medium,402931.375,low
3,69,2,7,412841.0,medium,402931.375,low
3,69,2,7,412841.0,medium,402931.375,low
3,69,2,7,370302.0,low,402931.375,low
3,69,2,7,370302.0,low,402931.375,low
3,69,2,7,435869.0,medium,402931.375,low
3,69,2,7,461890.0,medium,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,425000.0,medium,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,450000.0,medium,402931.375,low
3,69,2,7,425000.0,medium,402931.375,low
3,69,2,7,346050.0,low,402931.375,low
3,69,2,7,346050.0,low,402931.375,low
3,69,2,7,450000.0,medium,402931.375,low
3,69,2,7,412817.0,medium,402931.375,low
3,69,2,7,461890.0,medium,402931.375,low
3,69,2,7,362250.0,low,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,412841.0,medium,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,394377.0,low,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,361000.0,low,402931.375,low
3,69,2,7,412817.0,medium,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,362300.0,low,402931.375,low
3,69,2,7,461890.0,medium,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,384500.0,low,402931.375,low
3,69,2,7,425000.0,medium,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,475000.0,medium,402931.375,low
3,69,2,7,425000.0,medium,402931.375,low
3,69,2,7,412817.0,medium,402931.375,low
3,69,2,7,384500.0,low,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,425000.0,medium,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,435869.0,medium,402931.375,low
3,69,2,7,412817.0,medium,402931.375,low
3,69,2,7,435869.0,medium,402931.375,low
3,69,2,7,412817.0,medium,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,384500.0,low,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,425000.0,medium,402931.375,low
3,69,2,7,412817.0,medium,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,435869.0,medium,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,461890.0,medium,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,362250.0,low,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,461890.0,medium,402931.375,low
3,69,2,7,412841.0,medium,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,461890.0,medium,402931.375,low
3,69,2,7,412841.0,medium,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,384500.0,low,402931.375,low
3,69,2,7,412841.0,medium,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,384500.0,low,402931.375,low
3,69,2,7,384500.0,low,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,450000.0,medium,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,461890.0,medium,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,412841.0,medium,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,412841.0,medium,402931.375,low
3,69,2,7,412841.0,medium,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,361000.0,low,402931.375,low
3,69,2,7,475000.0,medium,402931.375,low
3,69,2,7,412841.0,medium,402931.375,low
3,69,2,7,412841.0,medium,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,394400.0,low,402931.375,low
3,69,2,7,361000.0,low,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,610878.0,high,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,384500.0,low,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,425000.0,medium,402931.375,low
3,69,2,7,362250.0,low,402931.375,low
3,69,2,7,412841.0,medium,402931.375,low
3,69,2,7,362250.0,low,402931.375,low
3,69,2,7,384500.0,low,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,450000.0,medium,402931.375,low
3,69,2,7,425000.0,medium,402931.375,low
3,69,2,7,450000.0,medium,402931.375,low
3,69,2,7,425000.0,medium,402931.375,low
3,69,2,7,382500.0,low,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,370326.0,low,402931.375,low
3,69,2,7,450000.0,medium,402931.375,low
3,69,2,7,425000.0,medium,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,412841.0,medium,402931.375,low
3,69,2,7,362250.0,low,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,384500.0,low,402931.375,low
3,69,2,7,361000.0,low,402931.375,low
3,69,2,7,384500.0,low,402931.375,low
3,69,2,7,384500.0,low,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,362250.0,low,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,450000.0,medium,402931.375,low
3,69,2,7,450000.0,medium,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,450000.0,medium,402931.375,low
3,69,2,7,384500.0,low,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,450000.0,medium,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,412841.0,medium,402931.375,low
3,69,2,7,382500.0,low,402931.375,low
3,69,2,7,346050.0,low,402931.375,low
3,69,2,7,382500.0,low,402931.375,low
3,69,2,7,362250.0,low,402931.375,low
3,69,2,7,355010.0,low,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,425000.0,medium,402931.375,low
3,69,2,7,450000.0,medium,402931.375,low
3,69,2,7,715773.0,high,402931.375,low
3,69,2,7,412841.0,medium,402931.375,low
3,69,2,7,412841.0,medium,402931.375,low
3,69,2,7,370326.0,low,402931.375,low
3,69,2,7,371606.0,low,402931.375,low
3,69,2,7,355009.0,low,402931.375,low
3,69,2,7,362250.0,low,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,361000.0,low,402931.375,low
3,69,2,7,384500.0,low,402931.375,low
3,69,2,7,361000.0,low,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,412841.0,medium,402931.375,low
3,69,2,7,412841.0,medium,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,461890.0,medium,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,384500.0,low,402931.375,low
3,69,2,7,412841.0,medium,402931.375,low
3,69,2,7,412841.0,medium,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,412841.0,medium,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,450000.0,medium,402931.375,low
3,69,2,7,450000.0,medium,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,361000.0,low,402931.375,low
3,69,2,7,412841.0,medium,402931.375,low
3,69,2,7,412841.0,medium,402931.375,low
3,69,2,7,412841.0,medium,402931.375,low
3,69,2,7,283300.0,low,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,425000.0,medium,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,362250.0,low,402931.375,low
3,69,2,7,425000.0,medium,402931.375,low
3,69,2,7,362250.0,low,402931.375,low
3,69,2,7,362250.0,low,402931.375,low
3,69,2,7,412841.0,medium,402931.375,low
3,69,2,7,370326.0,low,402931.375,low
3,69,2,7,412841.0,medium,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,412841.0,medium,402931.375,low
3,69,2,7,412841.0,medium,402931.375,low
3,69,2,7,412841.0,medium,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,346050.0,low,402931.375,low
3,69,2,7,346050.0,low,402931.375,low
3,69,2,7,362250.0,low,402931.375,low
3,69,2,7,384500.0,low,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,361000.0,low,402931.375,low
3,69,2,7,412841.0,medium,402931.375,low
3,69,2,7,394400.0,low,402931.375,low
3,69,2,7,394400.0,low,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,370326.0,low,402931.375,low
3,69,2,7,370326.0,low,402931.375,low
3,69,2,7,412841.0,medium,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,412841.0,medium,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,384500.0,low,402931.375,low
3,69,2,7,324900.0,low,402931.375,low
3,69,2,7,324900.0,low,402931.375,low
3,69,2,7,324900.0,low,402931.375,low
3,69,2,7,362250.0,low,402931.375,low
3,69,2,7,346050.0,low,402931.375,low
3,69,2,7,346050.0,low,402931.375,low
3,69,2,7,346050.0,low,402931.375,low
3,69,2,7,324900.0,low,402931.375,low
3,69,2,7,346050.0,low,402931.375,low
3,69,2,7,412841.0,medium,402931.375,low
3,69,2,7,412841.0,medium,402931.375,low
3,69,2,7,412841.0,medium,402931.375,low
3,69,2,7,394400.0,low,402931.375,low
3,69,2,7,370326.0,low,402931.375,low
3,69,2,7,361000.0,low,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,412841.0,medium,402931.375,low
3,69,2,7,288048.0,low,402931.375,low
3,69,2,7,288048.0,low,402931.375,low
3,69,2,7,288048.0,low,402931.375,low
3,69,2,7,412841.0,medium,402931.375,low
3,69,2,7,371606.0,low,402931.375,low
3,69,2,7,346050.0,low,402931.375,low
3,69,2,7,362250.0,low,402931.375,low
3,69,2,7,346050.0,low,402931.375,low
3,69,2,7,412841.0,medium,402931.375,low
3,69,2,7,461890.0,medium,402931.375,low
3,69,2,7,412841.0,medium,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,412841.0,medium,402931.375,low
3,69,2,7,412841.0,medium,402931.375,low
3,69,2,7,394400.0,low,402931.375,low
3,69,2,7,361000.0,low,402931.375,low
3,69,2,7,450000.0,medium,402931.375,low
3,69,2,7,310929.0,low,402931.375,low
3,69,2,7,297047.0,low,402931.375,low
3,69,2,7,310929.0,low,402931.375,low
3,69,2,7,310929.0,low,402931.375,low
3,69,2,7,288048.0,low,402931.375,low
3,69,2,7,346100.0,low,402931.375,low
3,69,2,7,362250.0,low,402931.375,low
3,69,2,7,362250.0,low,402931.375,low
3,69,2,7,362250.0,low,402931.375,low
3,69,2,7,362250.0,low,402931.375,low
3,69,2,7,362250.0,low,402931.375,low
3,69,2,7,425000.0,medium,402931.375,low
3,69,2,7,362250.0,low,402931.375,low
3,69,2,7,283300.0,low,402931.375,low
3,69,2,7,283300.0,low,402931.375,low
3,69,2,7,283300.0,low,402931.375,low
3,69,2,7,283300.0,low,402931.375,low
3,69,2,7,283300.0,low,402931.375,low
3,69,2,7,297674.0,low,402931.375,low
3,69,2,7,412841.0,medium,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,412841.0,medium,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,435892.0,medium,402931.375,low
3,69,2,7,402500.0,low,402931.375,low
3,69,2,7,384500.0,low,402931.375,low
3,69,2,7,384500.0,low,402931.375,low
3,69,2,7,412841.0,medium,402931.375,low
3,69,2,7,394400.0,low,402931.375,low
3,69,2,7,500000.0,high,402931.375,low
3,69,2,7,580000.0,high,402931.375,low
3,69,2,7,475000.0,medium,402931.375,low
3,69,2,7,500000.0,high,402931.375,low
3,69,2,7,425000.0,medium,402931.375,low
3,220,2,7,660000.0,high,536730.25,high
3,220,2,7,715773.0,high,536730.25,high
3,220,2,7,644750.0,high,536730.25,high
3,220,2,7,360000.0,low,536730.25,high
3,220,2,7,700000.0,high,536730.25,high
3,220,2,7,840000.0,high,536730.25,high
3,220,2,7,700000.0,high,536730.25,high
3,220,2,7,700000.0,high,536730.25,high
3,220,2,7,644750.0,high,536730.25,high
3,220,2,7,700000.0,high,536730.25,high
3,220,2,7,475000.0,medium,536730.25,high
3,220,2,7,700000.0,high,536730.25,high
3,220,2,7,840000.0,high,536730.25,high
3,220,2,7,700000.0,high,536730.25,high
3,220,2,7,675000.0,high,536730.25,high
3,220,2,7,750000.0,high,536730.25,high
3,220,2,7,630000.0,high,536730.25,high
3,220,2,7,715773.0,high,536730.25,high
3,220,2,7,644750.0,high,536730.25,high
3,220,2,7,425000.0,medium,536730.25,high
3,220,2,7,750000.0,high,536730.25,high
3,220,2,7,750000.0,high,536730.25,high
3,220,2,7,715773.0,high,536730.25,high
3,220,2,7,630000.0,high,536730.25,high
3,220,2,7,700000.0,high,536730.25,high
3,220,2,7,750000.0,high,536730.25,high
3,220,2,7,675000.0,high,536730.25,high
3,220,2,7,700000.0,high,536730.25,high
3,220,2,7,630000.0,high,536730.25,high
3,220,2,7,750000.0,high,536730.25,high
3,220,2,7,880000.0,high,536730.25,high
3,220,2,7,700000.0,high,536730.25,high
3,220,2,7,750000.0,high,536730.25,high
3,220,2,7,660000.0,high,536730.25,high
3,70,2,7,514496.0,high,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,346050.0,low,402371.0625,low
3,70,2,7,382500.0,low,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,382500.0,low,402371.0625,low
3,70,2,7,525000.0,high,402371.0625,low
3,70,2,7,450000.0,medium,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,435869.0,medium,402371.0625,low
3,70,2,7,475000.0,medium,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,382500.0,low,402371.0625,low
3,70,2,7,402500.0,low,402371.0625,low
3,70,2,7,500000.0,high,402371.0625,low
3,70,2,7,382500.0,low,402371.0625,low
3,70,2,7,425000.0,medium,402371.0625,low
3,70,2,7,382500.0,low,402371.0625,low
3,70,2,7,525000.0,high,402371.0625,low
3,70,2,7,405000.0,low,402371.03125,low
3,70,2,7,500000.0,high,402371.03125,low
3,70,2,7,475000.0,medium,402371.0625,low
3,70,2,7,475000.0,medium,402371.0625,low
3,70,2,7,500000.0,high,402371.0625,low
3,70,2,7,475000.0,medium,402371.0625,low
3,70,2,7,475000.0,medium,402371.0625,low
3,70,2,7,475000.0,medium,402371.0625,low
3,70,2,7,500000.0,high,402371.0625,low
3,70,2,7,475000.0,medium,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,382500.0,low,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,405000.0,low,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,450000.0,medium,402371.0625,low
3,70,2,7,405000.0,low,402371.0625,low
3,70,2,7,405000.0,low,402371.0625,low
3,70,2,7,450000.0,medium,402371.0625,low
3,70,2,7,425000.0,medium,402371.0625,low
3,70,2,7,402500.0,low,402371.0625,low
3,70,2,7,450000.0,medium,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,450000.0,medium,402371.0625,low
3,70,2,7,427500.0,medium,402371.03125,low
3,70,2,7,382500.0,low,402371.03125,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,425000.0,medium,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,382500.0,low,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,450000.0,medium,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,382500.0,low,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,402500.0,low,402371.0625,low
3,70,2,7,475000.0,medium,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,475000.0,medium,402371.0625,low
3,70,2,7,360000.0,low,402371.0625,low
3,70,2,7,475000.0,medium,402371.0625,low
3,70,2,7,405000.0,low,402371.0625,low
3,70,2,7,360000.0,low,402371.0625,low
3,70,2,7,405000.0,low,402371.0625,low
3,70,2,7,362300.0,low,402371.0625,low
3,70,2,7,425000.0,medium,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,382500.0,low,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,362250.0,low,402371.03125,low
3,70,2,7,362250.0,low,402371.03125,low
3,70,2,7,475000.0,medium,402371.0625,low
3,70,2,7,382500.0,low,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,594000.0,high,402371.0625,low
3,70,2,7,450000.0,medium,402371.0625,low
3,70,2,7,895520.0,high,402371.0625,low
3,70,2,7,382500.0,low,402371.0625,low
3,70,2,7,405000.0,low,402371.0625,low
3,70,2,7,450000.0,medium,402371.0625,low
3,70,2,7,487116.0,high,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,450000.0,medium,402371.0625,low
3,70,2,7,382500.0,low,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,382500.0,low,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,402500.0,low,402371.0625,low
3,70,2,7,450000.0,medium,402371.0625,low
3,70,2,7,450000.0,medium,402371.0625,low
3,70,2,7,382500.0,low,402371.0625,low
3,70,2,7,425000.0,medium,402371.0625,low
3,70,2,7,427500.0,medium,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,382500.0,low,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,450000.0,medium,402371.03125,low
3,70,2,7,450000.0,medium,402371.03125,low
3,70,2,7,402500.0,low,402371.0625,low
3,70,2,7,402500.0,low,402371.0625,low
3,70,2,7,402500.0,low,402371.0625,low
3,70,2,7,450000.0,medium,402371.0625,low
3,70,2,7,556389.0,high,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,405000.0,low,402371.0625,low
3,70,2,7,382500.0,low,402371.0625,low
3,70,2,7,382500.0,low,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,380000.0,low,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,382500.0,low,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,382500.0,low,402371.0625,low
3,70,2,7,402500.0,low,402371.0625,low
3,70,2,7,450000.0,medium,402371.0625,low
3,70,2,7,402500.0,low,402371.0625,low
3,70,2,7,382500.0,low,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,382500.0,low,402371.0625,low
3,70,2,7,346100.0,low,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,405000.0,low,402371.0625,low
3,70,2,7,405000.0,low,402371.0625,low
3,70,2,7,425000.0,medium,402371.03125,low
3,70,2,7,450000.0,medium,402371.03125,low
3,70,2,7,346050.0,low,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,450000.0,medium,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,382500.0,low,402371.0625,low
3,70,2,7,382500.0,low,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
3,70,2,7,382500.0,low,402371.0625,low
3,70,2,7,362250.0,low,402371.0625,low
